meta_id,table_name_en,table_name_ko,field_name_en,field_name_ko,table_description,field_description,source_file,created_at,updated_at
19990,TB_CSAT_SCORE,모의고사,student_id,학생ID,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19991,TB_CSAT_SCORE,모의고사,school_year,학년,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,시험본 학년,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19992,TB_CSAT_SCORE,모의고사,exam_year,시험연도,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,모의고사 기준 연도,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19993,TB_CSAT_SCORE,모의고사,exam_type,시험유형,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,전국연합학력평가/9월 모의평가 등 시험 구분,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19994,TB_CSAT_SCORE,모의고사,exam_month,시험월도,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,시험월도구분,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19995,TB_CSAT_SCORE,모의고사,inquiry_type,탐구유형,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,사회탐구/과학탐구 등 탐구 계열,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19996,TB_CSAT_SCORE,모의고사,korean_grade,국어등급,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,국어 영역 등급,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19997,TB_CSAT_SCORE,모의고사,math_grade,수학등급,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,수학 영역 등급,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19998,TB_CSAT_SCORE,모의고사,english_grade,영어등급,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,영어 영역 등급,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
19999,TB_CSAT_SCORE,모의고사,korean_history,학국사,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20000,TB_CSAT_SCORE,모의고사,social_grade,사회탐구,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,사회탐구영격 등급,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20001,TB_CSAT_SCORE,모의고사,life_and_ethics,생활과윤리,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20002,TB_CSAT_SCORE,모의고사,ethics_and_thought,윤리와 사상,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20003,TB_CSAT_SCORE,모의고사,korean_geography,한국지리,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20004,TB_CSAT_SCORE,모의고사,world_geography,세계지리,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20005,TB_CSAT_SCORE,모의고사,east_asian_history,동아시아사,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20006,TB_CSAT_SCORE,모의고사,world_history,세계사,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20007,TB_CSAT_SCORE,모의고사,economics,경제,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20008,TB_CSAT_SCORE,모의고사,politics_and_law,정치와법,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20009,TB_CSAT_SCORE,모의고사,society_and_culture,사회문화,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20010,TB_CSAT_SCORE,모의고사,science_grade,과학탐구(집계),학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,"레거시 집계용 과학탐구 등급. 과학탐구 구성 메타와 평균 계산은 physics_1, chemistry_1, earth_science_1, life_science_1, physics_2, chemistry_2, earth_science_2, life_science_2 8개 세부 과목을 기준으로 한다.",E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20011,TB_CSAT_SCORE,모의고사,physics_1,물리학Ⅰ,,과학탐구 구성 과목: 물리학Ⅰ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20012,TB_CSAT_SCORE,모의고사,chemistry_1,화학Ⅰ,,과학탐구 구성 과목: 화학Ⅰ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20013,TB_CSAT_SCORE,모의고사,earth_science_1,지구과학Ⅰ,,과학탐구 구성 과목: 지구과학Ⅰ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20014,TB_CSAT_SCORE,모의고사,life_science_1,생명과학Ⅰ,,과학탐구 구성 과목: 생명과학Ⅰ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20015,TB_CSAT_SCORE,모의고사,physics_2,물리학Ⅱ,,과학탐구 구성 과목: 물리학Ⅱ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20016,TB_CSAT_SCORE,모의고사,chemistry_2,화학Ⅱ,,과학탐구 구성 과목: 화학Ⅱ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20017,TB_CSAT_SCORE,모의고사,earth_science_2,지구과학Ⅱ,,과학탐구 구성 과목: 지구과학Ⅱ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20018,TB_CSAT_SCORE,모의고사,life_science_2,생명과학Ⅱ,,과학탐구 구성 과목: 생명과학Ⅱ,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 15:57:55
20019,TB_CSAT_SCORE,모의고사,language2_grade,언어영역,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,제2외국어,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20020,TB_CSAT_SCORE,모의고사,german_1,독일어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20021,TB_CSAT_SCORE,모의고사,french_1,프랑스어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20022,TB_CSAT_SCORE,모의고사,spanish_1,스페인어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20023,TB_CSAT_SCORE,모의고사,chinese_1,중국어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20024,TB_CSAT_SCORE,모의고사,japanese_1,일본어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20025,TB_CSAT_SCORE,모의고사,russian_1,러시아어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20026,TB_CSAT_SCORE,모의고사,vietnamese_1,베트남어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20027,TB_CSAT_SCORE,모의고사,arabic_1,아랍어Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20028,TB_CSAT_SCORE,모의고사,classical_chinese_1,한문Ⅰ,,,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20029,TB_CSAT_SCORE,모의고사,total_score,총점,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,영역 등급을 기반으로 환산한 총점,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20030,TB_CSAT_SCORE,모의고사,percentile,백분위,학생 내신 및 학생생활기록부 수준을 바탕으로 보강 생성한 모의 수능 성적 프로필 테이블,학생 상대 위치를 표현한 백분위,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20031,TB_STUDENT_RECORD,학생생활기록부,record_id,학생생활기록부ID,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",학생생활기록부 레코드를 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20032,TB_STUDENT_RECORD,학생생활기록부,student_id,학생ID,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20033,TB_STUDENT_RECORD,학생생활기록부,record_type,기록유형,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",세특/동아리/봉사/진로 등 학생생활기록부 구분,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20034,TB_STUDENT_RECORD,학생생활기록부,subject_name,관련과목명,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",세특 등 과목 연계 기록의 과목명,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20035,TB_STUDENT_RECORD,학생생활기록부,content_body,기록내용,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",학생생활기록부 원문 또는 정제된 주요 내용,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20036,TB_STUDENT_RECORD,학생생활기록부,school_year,학년,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",기록이 발생한 학년도,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20037,TB_STUDENT_RECORD,학생생활기록부,semester,학기,"세특, 동아리, 봉사, 진로 등 학생생활기록부 서술형 기록을 저장하는 테이블",기록이 발생한 학기,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20038,TB_APPLICATION_LIST,지원전략,application_id,지원전략ID,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,지원 전략 레코드를 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20039,TB_APPLICATION_LIST,지원전략,student_id,학생ID,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20040,TB_APPLICATION_LIST,지원전략,admission_id,전형ID,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,대상 전형을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20041,TB_APPLICATION_LIST,지원전략,strategy_type,전략유형,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,상향/적정/안정 등 지원 전략 구분,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20042,TB_APPLICATION_LIST,지원전략,status,진행상태,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,추천 또는 처리 상태,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20043,TB_APPLICATION_LIST,지원전략,priority_rank,우선순위,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,학생 내 추천 우선순위,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20044,TB_APPLICATION_LIST,지원전략,analysis_note,분석메모,학생별 추천 전형의 우선순위와 전략 유형을 저장하는 테이블,추천 판단의 간단한 분석 메모,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20045,TB_AI_ANALYSIS,AI분석결과,analysis_id,분석ID,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,분석 결과를 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20046,TB_AI_ANALYSIS,AI분석결과,student_id,학생ID,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20047,TB_AI_ANALYSIS,AI분석결과,analysis_type,분석유형,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,분석 실행 유형,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20048,TB_AI_ANALYSIS,AI분석결과,pass_prob,합격확률,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,대표 추천 전형 기준 합격 확률,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20049,TB_AI_ANALYSIS,AI분석결과,score_gap,기준등급차,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,보정 등급과 기준 컷 간 차이,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20050,TB_AI_ANALYSIS,AI분석결과,record_strength,학생생활기록부강점등급,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,학생생활기록부 총점 기반 강점 수준,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20051,TB_AI_ANALYSIS,AI분석결과,fit_keyword_count,적합키워드건수,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,학생생활기록부 내용과 전형 키워드가 일치한 건수,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20052,TB_AI_ANALYSIS,AI분석결과,analysis_summary,분석요약,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,화면 노출용 분석 요약 문장,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20053,TB_AI_ANALYSIS,AI분석결과,analysis_version,분석버전,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,분석 로직 버전,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20054,TB_AI_ANALYSIS,AI분석결과,created_at,생성일시,학생별 대표 분석 결과와 합격 가능성 요약을 저장하는 테이블,분석 결과 생성 시각,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20055,TB_RECOMMENDATION,전형추천,rec_id,추천ID,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,추천 레코드를 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20056,TB_RECOMMENDATION,전형추천,student_id,학생ID,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20057,TB_RECOMMENDATION,전형추천,admission_id,전형ID,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,추천 대상 전형을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20058,TB_RECOMMENDATION,전형추천,rec_score,추천점수,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,전형 추천 점수,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20059,TB_RECOMMENDATION,전형추천,strategy_type,전략유형,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,상향/적정/안정 추천 전략,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20060,TB_RECOMMENDATION,전형추천,priority_rank,우선순위,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,추천 결과 내 우선순위,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20061,TB_RECOMMENDATION,전형추천,reason_summary,추천사유요약,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,추천 사유 요약 문장,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20062,TB_RECOMMENDATION,전형추천,created_at,생성일시,학생에게 추천된 전형과 추천 점수를 저장하는 테이블,추천 결과 생성 시각,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20063,TB_CONSULTING_SESSION,컨설팅세션,session_id,컨설팅세션ID,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,컨설팅 세션을 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20064,TB_CONSULTING_SESSION,컨설팅세션,student_id,학생ID,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,상담 대상 학생을 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20065,TB_CONSULTING_SESSION,컨설팅세션,consultant_id,컨설턴트ID,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,상담 담당 컨설턴트를 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20066,TB_CONSULTING_SESSION,컨설팅세션,session_date,상담일시,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,상담 예정 또는 실행 일시,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20067,TB_CONSULTING_SESSION,컨설팅세션,status,상태,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,상담 상태 값,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20068,TB_CONSULTING_SESSION,컨설팅세션,session_type,상담유형,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,지원전략/일반상담 등 상담 구분,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20069,TB_CONSULTING_SESSION,컨설팅세션,memo,메모,학생과 컨설턴트 간 상담 일정과 메모를 관리하는 테이블,상담 메모,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20070,TB_NOTIFICATION,알림,noti_id,알림ID,"분석 완료, 추천 생성 등 사용자 알림 메시지를 저장하는 테이블",알림 레코드를 고유하게 식별하는 기본키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20071,TB_NOTIFICATION,알림,user_id,사용자ID,"분석 완료, 추천 생성 등 사용자 알림 메시지를 저장하는 테이블",알림 수신 사용자를 참조하는 외래키,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20072,TB_NOTIFICATION,알림,noti_type,알림유형,"분석 완료, 추천 생성 등 사용자 알림 메시지를 저장하는 테이블",알림 이벤트 유형,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20073,TB_NOTIFICATION,알림,title,알림제목,"분석 완료, 추천 생성 등 사용자 알림 메시지를 저장하는 테이블",알림 제목,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
20074,TB_NOTIFICATION,알림,message_body,알림내용,"분석 완료, 추천 생성 등 사용자 알림 메시지를 저장하는 테이블",알림 본문 내용,E:\sangyun\200 AI기획(20251223~20260514)\프로젝트진행\70 프로세스 설계\Uni-Mate Meta 20260429.xlsx,2026-04-30 14:39:19,2026-04-30 14:39:19
