score_id,student_id,school_year,semester,exam_period,subject_name,subject_cat,raw_score,grade,credit_hours,z_score
881,28,,2-1-중간,,국어,공통,79.0,3,4.0,0.35
882,28,,2-1-중간,,수학,공통,90.0,2,4.0,1.529
883,28,,2-1-중간,,영어,공통,90.0,2,4.0,1.5
884,28,,2-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
885,28,,2-1-기말,,국어,공통,90.0,2,4.0,1.549
886,28,,2-1-기말,,수학,공통,90.0,2,4.0,1.529
887,28,,2-1-기말,,영어,공통,90.0,2,4.0,1.5
888,28,,2-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
889,28,,3-1-중간,,국어,공통,90.0,2,4.0,1.549
890,28,,3-1-중간,,수학,공통,79.0,3,4.0,0.37
891,28,,3-1-중간,,영어,공통,79.0,3,4.0,0.346
892,28,,3-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
893,28,,3-1-기말,,국어,공통,79.0,3,4.0,0.35
894,28,,3-1-기말,,수학,공통,79.0,3,4.0,0.37
895,28,,3-1-기말,,영어,공통,90.0,2,4.0,1.5
896,28,,3-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
897,29,,1-1-중간,,국어,공통,90.0,2,4.0,1.549
898,29,,1-1-중간,,수학,공통,79.0,3,4.0,0.37
899,29,,1-1-중간,,영어,공통,90.0,2,4.0,1.5
900,29,,1-1-중간,,사회탐구,탐구,79.0,3,3.0,0.377
901,29,,1-1-기말,,국어,공통,79.0,3,4.0,0.35
902,29,,1-1-기말,,수학,공통,90.0,2,4.0,1.529
903,29,,1-1-기말,,영어,공통,79.0,3,4.0,0.346
904,29,,1-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
905,29,,1-2-중간,,국어,공통,90.0,2,4.0,1.549
906,29,,1-2-중간,,수학,공통,90.0,2,4.0,1.529
907,29,,1-2-중간,,영어,공통,90.0,2,4.0,1.5
908,29,,1-2-중간,,사회탐구,탐구,90.0,2,3.0,1.534
909,29,,1-2-기말,,국어,공통,79.0,3,4.0,0.35
910,29,,1-2-기말,,수학,공통,79.0,3,4.0,0.37
911,29,,1-2-기말,,영어,공통,90.0,2,4.0,1.5
912,29,,1-2-기말,,사회탐구,탐구,79.0,3,3.0,0.377
913,29,,2-1-중간,,국어,공통,100.0,,4.0,
914,29,,2-1-중간,,수학,공통,100.0,,4.0,
915,29,,2-1-중간,,영어,공통,100.0,,4.0,
916,29,,2-1-중간,,사회탐구,탐구,100.0,,3.0,
917,29,,2-1-기말,,국어,공통,100.0,,4.0,
918,29,,2-1-기말,,수학,공통,100.0,,4.0,
919,29,,2-1-기말,,영어,공통,100.0,,4.0,
920,29,,2-1-기말,,사회탐구,탐구,100.0,,3.0,
921,29,,3-1-중간,,국어,공통,100.0,,4.0,
922,29,,3-1-중간,,수학,공통,100.0,,4.0,
923,29,,3-1-중간,,영어,공통,100.0,,4.0,
924,29,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
925,29,,3-1-기말,,국어,공통,100.0,,4.0,
926,29,,3-1-기말,,수학,공통,100.0,,4.0,
927,29,,3-1-기말,,영어,공통,100.0,,4.0,
928,29,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
929,30,,1-1-중간,,국어,공통,68.0,4,4.0,-0.849
930,30,,1-1-중간,,수학,공통,57.0,5,4.0,-1.946
931,30,,1-1-중간,,영어,공통,57.0,5,4.0,-1.962
932,30,,1-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
933,30,,1-1-기말,,국어,공통,68.0,4,4.0,-0.849
934,30,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
935,30,,1-1-기말,,영어,공통,68.0,4,4.0,-0.808
936,30,,1-1-기말,,사회탐구,탐구,57.0,5,3.0,-1.936
937,30,,1-2-중간,,국어,공통,68.0,4,4.0,-0.849
938,30,,1-2-중간,,수학,공통,68.0,4,4.0,-0.788
939,30,,1-2-중간,,영어,공통,57.0,5,4.0,-1.962
940,30,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
941,30,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
942,30,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
943,30,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
944,30,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
945,30,,2-1-중간,,국어,공통,100.0,,4.0,
946,30,,2-1-중간,,수학,공통,100.0,,4.0,
947,30,,2-1-중간,,영어,공통,100.0,,4.0,
948,30,,2-1-중간,,사회탐구,탐구,100.0,,3.0,
949,30,,2-1-기말,,국어,공통,100.0,,4.0,
950,30,,2-1-기말,,수학,공통,100.0,,4.0,
951,30,,2-1-기말,,영어,공통,100.0,,4.0,
952,30,,2-1-기말,,사회탐구,탐구,100.0,,3.0,
953,30,,3-1-중간,,국어,공통,100.0,,4.0,
954,30,,3-1-중간,,수학,공통,100.0,,4.0,
955,30,,3-1-중간,,영어,공통,100.0,,4.0,
956,30,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
957,30,,3-1-기말,,국어,공통,100.0,,4.0,
958,30,,3-1-기말,,수학,공통,100.0,,4.0,
959,30,,3-1-기말,,영어,공통,100.0,,4.0,
960,30,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
961,31,,1-1-중간,,국어,공통,79.0,3,4.0,0.35
962,31,,1-1-중간,,수학,공통,79.0,3,4.0,0.37
963,31,,1-1-중간,,영어,공통,79.0,3,4.0,0.346
964,31,,1-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
965,31,,1-1-기말,,국어,공통,90.0,2,4.0,1.549
966,31,,1-1-기말,,수학,공통,79.0,3,4.0,0.37
967,31,,1-1-기말,,영어,공통,90.0,2,4.0,1.5
968,31,,1-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
969,31,,1-2-중간,,국어,공통,90.0,2,4.0,1.549
970,31,,1-2-중간,,수학,공통,79.0,3,4.0,0.37
971,31,,1-2-중간,,영어,공통,79.0,3,4.0,0.346
972,31,,1-2-중간,,사회탐구,탐구,90.0,2,3.0,1.534
973,31,,1-2-기말,,국어,공통,90.0,2,4.0,1.549
974,31,,1-2-기말,,수학,공통,90.0,2,4.0,1.529
975,31,,1-2-기말,,영어,공통,90.0,2,4.0,1.5
976,31,,1-2-기말,,사회탐구,탐구,90.0,2,3.0,1.534
977,31,,2-1-중간,,국어,공통,79.0,3,4.0,0.35
978,31,,2-1-중간,,수학,공통,79.0,3,4.0,0.37
979,31,,2-1-중간,,영어,공통,90.0,2,4.0,1.5
980,31,,2-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
981,31,,2-1-기말,,국어,공통,79.0,3,4.0,0.35
982,31,,2-1-기말,,수학,공통,90.0,2,4.0,1.529
983,31,,2-1-기말,,영어,공통,79.0,3,4.0,0.346
984,31,,2-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
985,31,,3-1-중간,,국어,공통,90.0,2,4.0,1.549
986,31,,3-1-중간,,수학,공통,79.0,3,4.0,0.37
987,31,,3-1-중간,,영어,공통,79.0,3,4.0,0.346
988,31,,3-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
989,31,,3-1-기말,,국어,공통,90.0,2,4.0,1.549
990,31,,3-1-기말,,수학,공통,90.0,2,4.0,1.529
991,31,,3-1-기말,,영어,공통,79.0,3,4.0,0.346
992,31,,3-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
993,32,,1-1-중간,,국어,공통,68.0,4,4.0,-0.849
994,32,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
995,32,,1-1-중간,,영어,공통,79.0,3,4.0,0.346
996,32,,1-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
997,32,,1-1-기말,,국어,공통,79.0,3,4.0,0.35
998,32,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
999,32,,1-1-기말,,영어,공통,79.0,3,4.0,0.346
1000,32,,1-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1001,32,,1-2-중간,,국어,공통,79.0,3,4.0,0.35
1002,32,,1-2-중간,,수학,공통,79.0,3,4.0,0.37
1003,32,,1-2-중간,,영어,공통,79.0,3,4.0,0.346
1004,32,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1005,32,,1-2-기말,,국어,공통,79.0,3,4.0,0.35
1006,32,,1-2-기말,,수학,공통,79.0,3,4.0,0.37
1007,32,,1-2-기말,,영어,공통,79.0,3,4.0,0.346
1008,32,,1-2-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1009,32,,2-1-중간,,국어,공통,100.0,,4.0,
1010,32,,2-1-중간,,수학,공통,100.0,,4.0,
1011,32,,2-1-중간,,영어,공통,100.0,,4.0,
1012,32,,2-1-중간,,사회탐구,탐구,100.0,,3.0,
1013,32,,2-1-기말,,국어,공통,100.0,,4.0,
1014,32,,2-1-기말,,수학,공통,100.0,,4.0,
1015,32,,2-1-기말,,영어,공통,100.0,,4.0,
1016,32,,2-1-기말,,사회탐구,탐구,100.0,,3.0,
1017,32,,3-1-중간,,국어,공통,100.0,,4.0,
1018,32,,3-1-중간,,수학,공통,100.0,,4.0,
1019,32,,3-1-중간,,영어,공통,100.0,,4.0,
1020,32,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1021,32,,3-1-기말,,국어,공통,100.0,,4.0,
1022,32,,3-1-기말,,수학,공통,100.0,,4.0,
1023,32,,3-1-기말,,영어,공통,100.0,,4.0,
1024,32,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1025,33,,1-1-중간,,국어,공통,68.0,4,4.0,-0.849
1026,33,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
1027,33,,1-1-중간,,영어,공통,68.0,4,4.0,-0.808
1028,33,,1-1-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1029,33,,1-1-기말,,국어,공통,79.0,3,4.0,0.35
1030,33,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1031,33,,1-1-기말,,영어,공통,68.0,4,4.0,-0.808
1032,33,,1-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1033,33,,1-2-중간,,국어,공통,68.0,4,4.0,-0.849
1034,33,,1-2-중간,,수학,공통,79.0,3,4.0,0.37
1035,33,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1036,33,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1037,33,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
1038,33,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
1039,33,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
1040,33,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1041,33,,2-1-중간,,국어,공통,68.0,4,4.0,-0.849
1042,33,,2-1-중간,,수학,공통,68.0,4,4.0,-0.788
1043,33,,2-1-중간,,영어,공통,79.0,3,4.0,0.346
1044,33,,2-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1045,33,,2-1-기말,,국어,공통,68.0,4,4.0,-0.849
1046,33,,2-1-기말,,수학,공통,68.0,4,4.0,-0.788
1047,33,,2-1-기말,,영어,공통,68.0,4,4.0,-0.808
1048,33,,2-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1049,33,,3-1-중간,,국어,공통,100.0,,4.0,
1050,33,,3-1-중간,,수학,공통,100.0,,4.0,
1051,33,,3-1-중간,,영어,공통,100.0,,4.0,
1052,33,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1053,33,,3-1-기말,,국어,공통,100.0,,4.0,
1054,33,,3-1-기말,,수학,공통,100.0,,4.0,
1055,33,,3-1-기말,,영어,공통,100.0,,4.0,
1056,33,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1057,34,,1-1-중간,,국어,공통,90.0,2,4.0,1.549
1058,34,,1-1-중간,,수학,공통,90.0,2,4.0,1.529
1059,34,,1-1-중간,,영어,공통,90.0,2,4.0,1.5
1060,34,,1-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1061,34,,1-1-기말,,국어,공통,90.0,2,4.0,1.549
1062,34,,1-1-기말,,수학,공통,90.0,2,4.0,1.529
1063,34,,1-1-기말,,영어,공통,90.0,2,4.0,1.5
1064,34,,1-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1065,34,,1-2-중간,,국어,공통,90.0,2,4.0,1.549
1066,34,,1-2-중간,,수학,공통,90.0,2,4.0,1.529
1067,34,,1-2-중간,,영어,공통,90.0,2,4.0,1.5
1068,34,,1-2-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1069,34,,1-2-기말,,국어,공통,90.0,2,4.0,1.549
1070,34,,1-2-기말,,수학,공통,90.0,2,4.0,1.529
1071,34,,1-2-기말,,영어,공통,90.0,2,4.0,1.5
1072,34,,1-2-기말,,사회탐구,탐구,90.0,2,3.0,1.534
1073,34,,2-1-중간,,국어,공통,90.0,2,4.0,1.549
1074,34,,2-1-중간,,수학,공통,90.0,2,4.0,1.529
1075,34,,2-1-중간,,영어,공통,79.0,3,4.0,0.346
1076,34,,2-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1077,34,,2-1-기말,,국어,공통,90.0,2,4.0,1.549
1078,34,,2-1-기말,,수학,공통,90.0,2,4.0,1.529
1079,34,,2-1-기말,,영어,공통,90.0,2,4.0,1.5
1080,34,,2-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1081,34,,3-1-중간,,국어,공통,90.0,2,4.0,1.549
1082,34,,3-1-중간,,수학,공통,90.0,2,4.0,1.529
1083,34,,3-1-중간,,영어,공통,90.0,2,4.0,1.5
1084,34,,3-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1085,34,,3-1-기말,,국어,공통,90.0,2,4.0,1.549
1086,34,,3-1-기말,,수학,공통,90.0,2,4.0,1.529
1087,34,,3-1-기말,,영어,공통,90.0,2,4.0,1.5
1088,34,,3-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
1089,35,,1-1-중간,,국어,공통,90.0,2,4.0,1.549
1090,35,,1-1-중간,,수학,공통,79.0,3,4.0,0.37
1091,35,,1-1-중간,,영어,공통,90.0,2,4.0,1.5
1092,35,,1-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1093,35,,1-1-기말,,국어,공통,90.0,2,4.0,1.549
1094,35,,1-1-기말,,수학,공통,79.0,3,4.0,0.37
1095,35,,1-1-기말,,영어,공통,79.0,3,4.0,0.346
1096,35,,1-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1097,35,,1-2-중간,,국어,공통,90.0,2,4.0,1.549
1098,35,,1-2-중간,,수학,공통,90.0,2,4.0,1.529
1099,35,,1-2-중간,,영어,공통,79.0,3,4.0,0.346
1100,35,,1-2-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1101,35,,1-2-기말,,국어,공통,90.0,2,4.0,1.549
1102,35,,1-2-기말,,수학,공통,79.0,3,4.0,0.37
1103,35,,1-2-기말,,영어,공통,90.0,2,4.0,1.5
1104,35,,1-2-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1105,35,,2-1-중간,,국어,공통,100.0,,4.0,
1106,35,,2-1-중간,,수학,공통,100.0,,4.0,
1107,35,,2-1-중간,,영어,공통,100.0,,4.0,
1108,35,,2-1-중간,,사회탐구,탐구,100.0,,3.0,
1109,35,,2-1-기말,,국어,공통,100.0,,4.0,
1110,35,,2-1-기말,,수학,공통,100.0,,4.0,
1111,35,,2-1-기말,,영어,공통,100.0,,4.0,
1112,35,,2-1-기말,,사회탐구,탐구,100.0,,3.0,
1113,35,,3-1-중간,,국어,공통,100.0,,4.0,
1114,35,,3-1-중간,,수학,공통,100.0,,4.0,
1115,35,,3-1-중간,,영어,공통,100.0,,4.0,
1116,35,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1117,35,,3-1-기말,,국어,공통,100.0,,4.0,
1118,35,,3-1-기말,,수학,공통,100.0,,4.0,
1119,35,,3-1-기말,,영어,공통,100.0,,4.0,
1120,35,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1121,36,,1-1-중간,,국어,공통,79.0,3,4.0,0.35
1122,36,,1-1-중간,,수학,공통,79.0,3,4.0,0.37
1123,36,,1-1-중간,,영어,공통,79.0,3,4.0,0.346
1124,36,,1-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1125,36,,1-1-기말,,국어,공통,68.0,4,4.0,-0.849
1126,36,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1127,36,,1-1-기말,,영어,공통,79.0,3,4.0,0.346
1128,36,,1-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1129,36,,1-2-중간,,국어,공통,79.0,3,4.0,0.35
1130,36,,1-2-중간,,수학,공통,68.0,4,4.0,-0.788
1131,36,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1132,36,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1133,36,,1-2-기말,,국어,공통,79.0,3,4.0,0.35
1134,36,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
1135,36,,1-2-기말,,영어,공통,79.0,3,4.0,0.346
1136,36,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1137,36,,2-1-중간,,국어,공통,68.0,4,4.0,-0.849
1138,36,,2-1-중간,,수학,공통,79.0,3,4.0,0.37
1139,36,,2-1-중간,,영어,공통,68.0,4,4.0,-0.808
1140,36,,2-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1141,36,,2-1-기말,,국어,공통,68.0,4,4.0,-0.849
1142,36,,2-1-기말,,수학,공통,79.0,3,4.0,0.37
1143,36,,2-1-기말,,영어,공통,68.0,4,4.0,-0.808
1144,36,,2-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1145,36,,3-1-중간,,국어,공통,100.0,,4.0,
1146,36,,3-1-중간,,수학,공통,100.0,,4.0,
1147,36,,3-1-중간,,영어,공통,100.0,,4.0,
1148,36,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1149,36,,3-1-기말,,국어,공통,100.0,,4.0,
1150,36,,3-1-기말,,수학,공통,100.0,,4.0,
1151,36,,3-1-기말,,영어,공통,100.0,,4.0,
1152,36,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1153,37,,1-1-중간,,국어,공통,68.0,4,4.0,-0.849
1154,37,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
1155,37,,1-1-중간,,영어,공통,68.0,4,4.0,-0.808
1156,37,,1-1-중간,,사회탐구,탐구,57.0,5,3.0,-1.936
1157,37,,1-1-기말,,국어,공통,68.0,4,4.0,-0.849
1158,37,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1159,37,,1-1-기말,,영어,공통,68.0,4,4.0,-0.808
1160,37,,1-1-기말,,사회탐구,탐구,57.0,5,3.0,-1.936
1161,37,,1-2-중간,,국어,공통,68.0,4,4.0,-0.849
1162,37,,1-2-중간,,수학,공통,57.0,5,4.0,-1.946
1163,37,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1164,37,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1165,37,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
1166,37,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
1167,37,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
1168,37,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1169,37,,2-1-중간,,국어,공통,68.0,4,4.0,-0.849
1170,37,,2-1-중간,,수학,공통,57.0,5,4.0,-1.946
1171,37,,2-1-중간,,영어,공통,68.0,4,4.0,-0.808
1172,37,,2-1-중간,,사회탐구,탐구,57.0,5,3.0,-1.936
1173,37,,2-1-기말,,국어,공통,68.0,4,4.0,-0.849
1174,37,,2-1-기말,,수학,공통,68.0,4,4.0,-0.788
1175,37,,2-1-기말,,영어,공통,68.0,4,4.0,-0.808
1176,37,,2-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1177,37,,3-1-중간,,국어,공통,68.0,4,4.0,-0.849
1178,37,,3-1-중간,,수학,공통,68.0,4,4.0,-0.788
1179,37,,3-1-중간,,영어,공통,68.0,4,4.0,-0.808
1180,37,,3-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1181,37,,3-1-기말,,국어,공통,68.0,4,4.0,-0.849
1182,37,,3-1-기말,,수학,공통,68.0,4,4.0,-0.788
1183,37,,3-1-기말,,영어,공통,68.0,4,4.0,-0.808
1184,37,,3-1-기말,,사회탐구,탐구,57.0,5,3.0,-1.936
1185,38,,1-1-중간,,국어,공통,68.0,4,4.0,-0.849
1186,38,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
1187,38,,1-1-중간,,영어,공통,68.0,4,4.0,-0.808
1188,38,,1-1-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1189,38,,1-1-기말,,국어,공통,68.0,4,4.0,-0.849
1190,38,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1191,38,,1-1-기말,,영어,공통,68.0,4,4.0,-0.808
1192,38,,1-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1193,38,,1-2-중간,,국어,공통,79.0,3,4.0,0.35
1194,38,,1-2-중간,,수학,공통,79.0,3,4.0,0.37
1195,38,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1196,38,,1-2-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1197,38,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
1198,38,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
1199,38,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
1200,38,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1201,38,,2-1-중간,,국어,공통,100.0,,4.0,
1202,38,,2-1-중간,,수학,공통,100.0,,4.0,
1203,38,,2-1-중간,,영어,공통,100.0,,4.0,
1204,38,,2-1-중간,,사회탐구,탐구,100.0,,3.0,
1205,38,,2-1-기말,,국어,공통,100.0,,4.0,
1206,38,,2-1-기말,,수학,공통,100.0,,4.0,
1207,38,,2-1-기말,,영어,공통,100.0,,4.0,
1208,38,,2-1-기말,,사회탐구,탐구,100.0,,3.0,
1209,38,,3-1-중간,,국어,공통,100.0,,4.0,
1210,38,,3-1-중간,,수학,공통,100.0,,4.0,
1211,38,,3-1-중간,,영어,공통,100.0,,4.0,
1212,38,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1213,38,,3-1-기말,,국어,공통,100.0,,4.0,
1214,38,,3-1-기말,,수학,공통,100.0,,4.0,
1215,38,,3-1-기말,,영어,공통,100.0,,4.0,
1216,38,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1217,39,,1-1-중간,,국어,공통,57.0,5,4.0,-2.049
1218,39,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
1219,39,,1-1-중간,,영어,공통,68.0,4,4.0,-0.808
1220,39,,1-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1221,39,,1-1-기말,,국어,공통,79.0,3,4.0,0.35
1222,39,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1223,39,,1-1-기말,,영어,공통,68.0,4,4.0,-0.808
1224,39,,1-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1225,39,,1-2-중간,,국어,공통,68.0,4,4.0,-0.849
1226,39,,1-2-중간,,수학,공통,68.0,4,4.0,-0.788
1227,39,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1228,39,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1229,39,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
1230,39,,1-2-기말,,수학,공통,68.0,4,4.0,-0.788
1231,39,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
1232,39,,1-2-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1233,39,,2-1-중간,,국어,공통,68.0,4,4.0,-0.849
1234,39,,2-1-중간,,수학,공통,68.0,4,4.0,-0.788
1235,39,,2-1-중간,,영어,공통,68.0,4,4.0,-0.808
1236,39,,2-1-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1237,39,,2-1-기말,,국어,공통,68.0,4,4.0,-0.849
1238,39,,2-1-기말,,수학,공통,68.0,4,4.0,-0.788
1239,39,,2-1-기말,,영어,공통,68.0,4,4.0,-0.808
1240,39,,2-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1241,39,,3-1-중간,,국어,공통,100.0,,4.0,
1242,39,,3-1-중간,,수학,공통,100.0,,4.0,
1243,39,,3-1-중간,,영어,공통,100.0,,4.0,
1244,39,,3-1-중간,,사회탐구,탐구,100.0,,3.0,
1245,39,,3-1-기말,,국어,공통,100.0,,4.0,
1246,39,,3-1-기말,,수학,공통,100.0,,4.0,
1247,39,,3-1-기말,,영어,공통,100.0,,4.0,
1248,39,,3-1-기말,,사회탐구,탐구,100.0,,3.0,
1249,40,,1-1-중간,,국어,공통,79.0,3,4.0,0.35
1250,40,,1-1-중간,,수학,공통,68.0,4,4.0,-0.788
1251,40,,1-1-중간,,영어,공통,79.0,3,4.0,0.346
1252,40,,1-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1253,40,,1-1-기말,,국어,공통,79.0,3,4.0,0.35
1254,40,,1-1-기말,,수학,공통,68.0,4,4.0,-0.788
1255,40,,1-1-기말,,영어,공통,79.0,3,4.0,0.346
1256,40,,1-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1257,40,,1-2-중간,,국어,공통,68.0,4,4.0,-0.849
1258,40,,1-2-중간,,수학,공통,68.0,4,4.0,-0.788
1259,40,,1-2-중간,,영어,공통,68.0,4,4.0,-0.808
1260,40,,1-2-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1261,40,,1-2-기말,,국어,공통,68.0,4,4.0,-0.849
1262,40,,1-2-기말,,수학,공통,79.0,3,4.0,0.37
1263,40,,1-2-기말,,영어,공통,68.0,4,4.0,-0.808
1264,40,,1-2-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1265,40,,2-1-중간,,국어,공통,68.0,4,4.0,-0.849
1266,40,,2-1-중간,,수학,공통,68.0,4,4.0,-0.788
1267,40,,2-1-중간,,영어,공통,68.0,4,4.0,-0.808
1268,40,,2-1-중간,,사회탐구,탐구,79.0,3,3.0,0.377
1269,40,,2-1-기말,,국어,공통,68.0,4,4.0,-0.849
1270,40,,2-1-기말,,수학,공통,68.0,4,4.0,-0.788
1271,40,,2-1-기말,,영어,공통,68.0,4,4.0,-0.808
1272,40,,2-1-기말,,사회탐구,탐구,68.0,4,3.0,-0.779
1273,40,,3-1-중간,,국어,공통,79.0,3,4.0,0.35
1274,40,,3-1-중간,,수학,공통,68.0,4,4.0,-0.788
1275,40,,3-1-중간,,영어,공통,68.0,4,4.0,-0.808
1276,40,,3-1-중간,,사회탐구,탐구,68.0,4,3.0,-0.779
1277,40,,3-1-기말,,국어,공통,68.0,4,4.0,-0.849
1278,40,,3-1-기말,,수학,공통,68.0,4,4.0,-0.788
1279,40,,3-1-기말,,영어,공통,68.0,4,4.0,-0.808
1280,40,,3-1-기말,,사회탐구,탐구,79.0,3,3.0,0.377
1281,41,,1-1-중간,,국어,공통,79.0,3,4.0,0.35
1282,41,,1-1-중간,,수학,공통,90.0,2,4.0,1.529
1283,41,,1-1-중간,,영어,공통,90.0,2,4.0,1.5
1284,41,,1-1-중간,,사회탐구,탐구,90.0,2,3.0,1.534
1285,41,,1-1-기말,,국어,공통,90.0,2,4.0,1.549
1286,41,,1-1-기말,,수학,공통,90.0,2,4.0,1.529
1287,41,,1-1-기말,,영어,공통,90.0,2,4.0,1.5
1288,41,,1-1-기말,,사회탐구,탐구,90.0,2,3.0,1.534
1289,41,,1-2-중간,,국어,공통,90.0,2,4.0,1.549
